airport,all_airports,state,country,city,type,iata_code,city_code,longitude,latitude,time_zone,gmt_offset,mileage_region,region
Dhaka Hazrat Shahjalal International,N,,Bangladesh,Dhaka,airport,DAC,DAC,90.3977778,23.8433333,Asia/Dhaka,GMT+6:00,Indian Subcontinent,IN
Dezful,N,,Iran,Dezful,airport,DEF,DEF,48.3883333,32.4427778,Asia/Tehran,GMT+3:30,Middle East & North Africa,ME
Devonport,N,,Australia,Devonport,airport,DPO,DPO,146.430278,-41.169722,Australia/Hobart,GMT+10:00,Australia New Zealand & South Pacific,AU
Devils Lake,N,ND,United States,Devils Lake,airport,DVL,DVL,-98.908056,48.1155556,America/Chicago,GMT-6:00,Canada & Continental USA,US
Detroit Wayne County,N,MI,United States,Detroit,airport,DTW,DTT,-83.353333,42.2125,America/New_York,GMT-5:00,Canada & Continental USA,US
Destin-Ft Walton Beach,N,FL,United States,Valparaiso,airport,VPS,VPS,-86.52,30.4866667,America/Chicago,GMT-6:00,Canada & Continental USA,US
Dessie Kombolcha,N,,Ethiopia,Dessie,airport,DSE,DSE,39.7166667,11.0833333,Africa/Addis_Ababa,GMT+3:00,"East, West & South Africa",AF
Des Moines International,N,IA,United States,Des Moines,airport,DSM,DSM,-93.657778,41.5341667,America/Chicago,GMT-6:00,Canada & Continental USA,US
Derry Eglinton,N,,United Kingdom,Londonderry,airport,LDY,LDY,-7.1611111,55.0427778,Europe/London,GMT0:00,Europe 1,EU
Derby RAAF Curtin,N,,Australia,Derby,airport,DCN,DRB,123.828333,-17.581389,Australia/Perth,GMT+8:00,Australia New Zealand & South Pacific,AU
Dera Ismail Khan,N,,Pakistan,Dera Ismail Khan,airport,DSK,DSK,70.8966667,31.9094444,Asia/Karachi,GMT+5:00,Indian Subcontinent,IN
Dera Ghazi Khan International,N,,Pakistan,Dera Ghazi Khan,airport,DEA,DEA,70.4852778,29.9605556,Asia/Karachi,GMT+5:00,Indian Subcontinent,IN
Deqen Shangri-La,N,,China,Diqing,airport,DIG,DIG,99.6780556,27.7916667,Asia/Shanghai,GMT+8:00,Asia 1,AS
Deputatsky,N,,Russia,Deputatsky,airport,DPT,DPT,139.890278,69.3925,Asia/Vladivostok,GMT+11:00,Europe 2,EU
Denver International,N,CO,United States,Denver,airport,DEN,DEN,-104.67306,39.8616667,America/Denver,GMT-7:00,Canada & Continental USA,US
Denpasar-Bali Ngurah Rai,N,,Indonesia,Denpasar Bali,airport,DPS,DPS,115.167222,-8.7480556,Asia/Makassar,GMT+8:00,Asia 2,AS
Denizli Cardak,N,,Turkey,Denizli,airport,DNZ,DNZ,29.7013889,37.7855556,Europe/Istanbul,GMT+2:00,Europe 2,EU
Delma Island,N,,United Arab Emirates,Delma Island,airport,ZDY,ZDY,54.3761111,24.4716667,Asia/Dubai,GMT+4:00,Middle East & North Africa,ME
Delingha,N,,China,Delingha,airport,HXD,HXD,97.2686111,37125,Asia/Shanghai,GMT+8:00,Asia 1,AS
Deline,N,NT,Canada,Deline,airport,YWJ,YWJ,-123.43528,65.2111111,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Delhi Indira Gandhi International,N,,India,Delhi,airport,DEL,DEL,77.1030556,28.5663889,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Del Carmen  Sayak,N,,Philippines,Del Carmen,airport,IAO,IAO,126.015278,9.85916667,Asia/Manila,GMT+8:00,Asia 2,AS
Dehra Dun Jolly Grant,N,,India,Dehra Dun,airport,DED,DED,78.1802778,30.1897222,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Dehong Mangshi,N,,China,Luxi,airport,LUM,LUM,98.5322222,24.4013889,Asia/Shanghai,GMT+8:00,Asia 1,AS
Deering,N,AK,United States,Deering,airport,DRG,DRG,-162.76639,66.0694444,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Deer Lake Regional,N,NL,Canada,Deer Lake,airport,YDF,YDF,-57.391389,49.2108333,America/St_Johns,GMT-3:30,Canada & Continental USA,US
Deer Harbor Sea Plane Base,N,WA,United States,Deer Harbor,airport,DHB,DHB,-123.00306,48.6208333,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Decatur,N,IL,United States,Decatur,airport,DEC,DEC,-88.865556,39.8344444,America/Chicago,GMT-6:00,Canada & Continental USA,US
Debrecen,N,,Hungary,Debrecen,airport,DEB,DEB,21.6152778,47.4888889,Europe/Budapest,GMT+1:00,Europe 2,EU
Deauville St Gatien,N,,France,Deauville,airport,DOL,DOL,0.16,49.3633333,Europe/Paris,GMT+1:00,Europe 1,EU
Deadmans Cay,N,,Bahamas,Deadmans Cay,airport,LGI,LGI,-75.093611,23.1788889,America/Nassau,GMT-5:00,Caribbean & Central America,CB
Dazhou Heshi,N,,China,Daxian,airport,DAX,DAX,107.430556,31.1319444,Asia/Shanghai,GMT+8:00,Asia 1,AS
Daytona Beach Regional,N,FL,United States,Daytona Beach,airport,DAB,DAB,-81.058056,29.18,America/New_York,GMT-5:00,Canada & Continental USA,US
Dawson Creek,N,BC,Canada,Dawson Creek,airport,YDQ,YDQ,-120.18306,55.7422222,America/Dawson_Creek,GMT-7:00,Canada & Continental USA,US
Dawei,N,,Myanmar,Dawe,airport,TVY,TVY,98.2052778,14.0983333,Asia/Rangoon,GMT+6:30,Asia 2,AS
Dawadmi,N,,Saudi Arabia,Dawadmi,airport,DWD,DWD,44.1211111,24.45,Asia/Riyadh,GMT+3:00,Middle East & North Africa,ME
David Enrique Malek International,N,,Panama,David,airport,DAV,DAV,-82435,8.39111111,America/Panama,GMT-5:00,Caribbean & Central America,CB
Davao Francisco Bangoy International,N,,Philippines,Davao,airport,DVO,DVO,125.645556,7.12527778,Asia/Manila,GMT+8:00,Asia 2,AS
Dauphin Lt. W.G. Barker,N,MB,Canada,Dauphin,airport,YDN,YDN,-100.0525,51.1008333,America/Rainy_River,GMT-6:00,Canada & Continental USA,US
Datong Beijiazao,N,,China,Datong,airport,DAT,DAT,113.146111,39.7188889,Asia/Shanghai,GMT+8:00,Asia 1,AS
Darwin International,N,,Australia,Darwin,airport,DRW,DRW,130.876667,-12.414722,Australia/Darwin,GMT+9:30,Australia New Zealand & South Pacific,AU
Daru,N,,Papua New Guinea,Daru,airport,DAU,DAU,143.208056,-9.0866667,Pacific/Port_Moresby,GMT+10:00,Australia New Zealand & South Pacific,AU
Dar es Salaam Julius Nyerere International,N,,Tanzania,Dar Es Salaam,airport,DAR,DAR,39.2025,-6.8780556,Africa/Dar_es_Salaam,GMT+3:00,"East, West & South Africa",AF
Daqing Sartu,N,,China,Daqing Shi,airport,DQA,DQA,125.139167,46.75,Asia/Shanghai,GMT+8:00,Asia 1,AS
Daocheng Yading,N,,China,Daocheng,airport,DCY,DCY,100.06,29.3166667,Asia/Shanghai,GMT+8:00,Asia 1,AS
Dangriga,N,,Belize,Dangriga,airport,DGA,DGA,-88.231111,16.9825,America/Belize,GMT-6:00,Caribbean & Central America,CB
Dandong Langtou,N,,China,Dandong,airport,DDG,DDG,124.286944,40.0255556,Asia/Shanghai,GMT+8:00,Asia 1,AS
Dammam King Fahd International,N,,Saudi Arabia,Dammam,airport,DMM,DMM,49.7977778,26.4711111,Asia/Riyadh,GMT+3:00,Middle East & North Africa,ME
Damascus International,N,,Syria,Damascus,airport,DAM,DAM,36.5141667,33.4105556,Asia/Damascus,GMT+2:00,Middle East & North Africa,ME
Dallas/Fort Worth International,N,TX,United States,Dallas/Fort Worth,airport,DFW,DFW,-97.038056,32.8969444,America/Chicago,GMT-6:00,Canada & Continental USA,US
Dallas Love Field,N,TX,United States,Dallas/Fort Worth,airport,DAL,DFW,-96.851667,32.8472222,America/Chicago,GMT-6:00,Canada & Continental USA,US
Dalian Zhoushuizi International,N,,China,Dalian,airport,DLC,DLC,121.538611,38.9655556,Asia/Shanghai,GMT+8:00,Asia 1,AS
Dali,N,,China,Dali City,airport,DLU,DLU,100.319444,25.6502778,Asia/Shanghai,GMT+8:00,Asia 1,AS
Dalbandin,N,,Pakistan,Dalbandin,airport,DBA,DBA,64.4038889,28.8755556,Asia/Karachi,GMT+5:00,Indian Subcontinent,IN
Dalanzadgad Gurvan Saikhan,N,,Mongolia,Dalanzadgad,airport,DLZ,DLZ,104.429722,43.5916667,Asia/Ulaanbaatar,GMT+8:00,Asia 2,AS
Dalaman,N,,Turkey,Dalaman,airport,DLM,DLM,28.7925,36.7130556,Europe/Istanbul,GMT+2:00,Europe 2,EU
Dakhla,N,,Morocco,Dakhla,airport,VIL,VIL,-15.931944,23.7183333,Africa/Casablanca,GMT0:00,Middle East & North Africa,ME
Dakar Leopold Sedar Senghor,N,,Senegal,Dakar,airport,DKR,DKR,-17.493333,14.7425,Africa/Dakar,GMT0:00,"East, West & South Africa",AF
Daegu International,N,,South Korea,Taegu,airport,TAE,TAE,128.658889,35.8941667,Asia/Seoul,GMT+9:00,Asia 1,AS
Da Nang International,N,,Viet Nam,Da Nang,airport,DAD,DAD,108.199444,16.0438889,Asia/Ho_Chi_Minh,GMT+7:00,Asia 1,AS
Da Lat Lien Khuong,N,,Viet Nam,Dalat,airport,DLI,DLI,108.366667,11.75,Asia/Ho_Chi_Minh,GMT+7:00,Asia 1,AS
Cyangugu Kamembe,N,,Rwanda,Kamembe,airport,KME,KME,28.9080556,-2.4622222,Africa/Kigali,GMT+2:00,"East, West & South Africa",AF
Cut Nyak Dien Nagan Raya,N,,Indonesia,Meulaboh,airport,MEQ,MEQ,96.2494444,4.04555556,Asia/Jakarta,GMT+7:00,Asia 2,AS
Cusco A.Velasco Astete International,N,,Peru,Cuzco,airport,CUZ,CUZ,-71.938889,-13.535833,America/Lima,GMT-5:00,Southern South America,SA
Curitiba Afonso Pena International,N,,Brazil,Curitiba,airport,CWB,CWB,-49.175833,-25.528611,America/Sao_Paulo,GMT-3:00,Southern South America,SA
Curacao Hato International,N,,Curacao,Curacao,airport,CUR,CUR,-68.959722,12.1888889,America/St_Thomas,GMT-4:00,Caribbean & Central America,CB
Cunnamulla,N,,Australia,Cunnamulla,airport,CMA,CMA,145.622222,-28.03,Australia/Brisbane,GMT+10:00,Australia New Zealand & South Pacific,AU
Cuneo Levaldigi,N,,Italy,Cuneo,airport,CUF,CUF,7.62305556,44.5475,Europe/Rome,GMT+1:00,Europe 1,EU
Cumana Antonio Jose de Sucre,N,,Venezuela,Cumana,airport,CUM,CUM,-64.130556,10.4502778,America/Caracas,GMT-4:30,Northern South America,SA
Culiacan Fed. de Bachigualato,N,,Mexico,Culiacan,airport,CUL,CUL,-107.47472,24.7644444,America/Mazatlan,GMT-7:00,Mexico,CA
Culebra Benjamin RiveraNoriega,N,PR,Puerto Rico,Culebra,airport,CPX,CPX,-65.303056,18.3125,America/St_Thomas,GMT-4:00,Caribbean & Central America,CB
Cuiaba Marechal Rondon International,N,,Brazil,Cuiaba,airport,CGB,CGB,-56.116667,-15.653056,America/Cuiaba,GMT-4:00,Southern South America,SA
Cuenca Mariscal Lamar International,N,,Ecuador,Cuenca,airport,CUE,CUE,-78.984444,-2.8894444,America/Guayaquil,GMT-5:00,Northern South America,SA
Cucuta Camilo Daza,N,,Colombia,Cucuta,airport,CUC,CUC,-72.511667,7.9275,America/Bogota,GMT-5:00,Northern South America,SA
Cruzeiro do Sul International,N,,Brazil,Cruzeiro do Sul,airport,CZS,CZS,-72.769444,-7.6,America/Rio_Branco,GMT-5:00,Southern South America,SA
Crotone,N,,Italy,Crotone,airport,CRV,CRV,17.0791667,38.9966667,Europe/Rome,GMT+1:00,Europe 1,EU
Cross Lake Charlie Sinclair Mem.,N,MB,Canada,Cross Lake,airport,YCR,YCR,-97.766667,54.6,America/Rainy_River,GMT-6:00,Canada & Continental USA,US
Crooked Island Colonel Hill,N,,Bahamas,Crooked Island,airport,CRI,CRI,-74.182222,22.7455556,America/Nassau,GMT-5:00,Caribbean & Central America,CB
Crooked Creek,N,AK,United States,Crooked Creek,airport,CKD,CKD,-158.13333,61.8666667,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Criciuma Diomicio Freitas,N,,Brazil,Crisciuma,airport,CCM,CCM,-49.424722,-28.725833,America/Sao_Paulo,GMT-3:00,Southern South America,SA
Crescent City Del Norte County Rgnl,N,CA,United States,Crescent City,airport,CEC,CEC,-124.23667,41.7802778,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Cranbrook Canadian Rockies International,N,BC,Canada,Cranbrook,airport,YXC,YXC,-115.78222,49.6108333,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Craiova,N,,Romania,Craiova,airport,CRA,CRA,23.8886111,44.3180556,Europe/Bucharest,GMT+2:00,Europe 2,EU
Craig Sea Plane Base,N,AK,United States,Craig,airport,CGA,CGA,-133.15,55.4833333,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Craig Cove,N,,Vanuatu,Craig Cove,airport,CCV,CCV,167.924167,-16.264444,Pacific/Efate,GMT+11:00,Australia New Zealand & South Pacific,AU
Cozumel International,N,,Mexico,Cozumel,airport,CZM,CZM,-86.936944,20.5216667,America/Cancun,GMT-5:00,Mexico,CA
Cox's Bazar,N,,Bangladesh,Cox's Bazar,airport,CXB,CXB,91.9638889,21.4522222,Asia/Dhaka,GMT+6:00,Indian Subcontinent,IN
Cotonou Cadjehoun,N,,Benin,Cotonou,airport,COO,COO,2.38444444,6.35722222,Africa/Porto-Novo,GMT+1:00,"East, West & South Africa",AF
Cotabato Awang,N,,Philippines,Cotabato,airport,CBO,CBO,124.209722,7.16527778,Asia/Manila,GMT+8:00,Asia 2,AS
Corvo Island,N,,Portugal,Corvo Island,airport,CVU,CVU,-31.113611,39.6713889,Atlantic/Azores,GMT-1:00,Europe 1,EU
Corumba International,N,,Brazil,Corumba,airport,CMG,CMG,-57.673056,-19.011944,America/Cuiaba,GMT-4:00,Southern South America,SA
Cortez Municipal,N,CO,United States,Cortez,airport,CEZ,CEZ,-108.62861,37.3030556,America/Denver,GMT-7:00,Canada & Continental USA,US
Corrientes Camba Punta,N,,Argentina,Corrientes,airport,CNQ,CNQ,-58.761944,-27.445556,America/Argentina/Buenos_Aires,GMT-3:00,Southern South America,SA
Corpus Christi International,N,TX,United States,Corpus Christi,airport,CRP,CRP,-97.501111,27.7702778,America/Chicago,GMT-6:00,Canada & Continental USA,US
Corozal Las Brujas,N,,Colombia,Corozal,airport,CZU,CZU,-75.285556,9.33277778,America/Bogota,GMT-5:00,Northern South America,SA
Corozal,N,,Belize,Corozal,airport,CZH,CZH,-88.410833,18.3825,America/Belize,GMT-6:00,Caribbean & Central America,CB
Coro Jose Leonardo Chirinos,N,,Venezuela,Coro,airport,CZE,CZE,-69.681667,11415,America/Caracas,GMT-4:30,Northern South America,SA
Cork International,N,,Ireland,Cork,airport,ORK,ORK,-8.4911111,51.8413889,Europe/Dublin,GMT0:00,Europe 1,EU
Cordova Mile 13 Mudhole Smith,N,AK,United States,Cordova,airport,CDV,CDV,-145.4775,60.4916667,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Cordoba A.L.V. Taravella,N,,Argentina,Cordoba,airport,COR,COR,-64.208333,-31.31,America/Argentina/Buenos_Aires,GMT-3:00,Southern South America,SA
Corazon de Jesus,N,,Panama,Corazon de Jesus,airport,CZJ,CZJ,-78.585278,9.44444444,America/Panama,GMT-5:00,Caribbean & Central America,CB
Coral Harbour,N,NU,Canada,Coral Harbour,airport,YZS,YZS,-83.359444,64.1933333,America/Rankin_Inlet,GMT-6:00,Canada & Continental USA,US
Copiapo Desierto de Atacama,N,,Chile,Copiapo,airport,CPO,CPO,-70.779167,-27.261667,America/Santiago,GMT-4:00,Southern South America,SA
Copenhagen Kastrup,N,,Denmark,Copenhagen,airport,CPH,CPH,12.6502778,55.6202778,Europe/Copenhagen,GMT+1:00,Europe 1,EU
Coondewanna,N,,Australia,Coondewanna,airport,CJF,CJF,118.8125,-22965,Australia/Perth,GMT+8:00,Australia New Zealand & South Pacific,AU
Cooktown,N,,Australia,Cooktown,airport,CTN,CTN,145.182778,-15.443611,Australia/Brisbane,GMT+10:00,Australia New Zealand & South Pacific,AU
Coober Pedy,N,,Australia,Coober Pedy,airport,CPD,CPD,134.72,-29.040278,Australia/Adelaide,GMT+9:30,Australia New Zealand & South Pacific,AU
Contadora Island,N,,Panama,Contadora,airport,OTD,OTD,-79.034722,8.62916667,America/Panama,GMT-5:00,Caribbean & Central America,CB
Constantine Mohamed Boudiaf,N,,Algeria,Constantine,airport,CZL,CZL,6.62027778,36.2761111,Africa/Algiers,GMT+1:00,Middle East & North Africa,ME
Constanta Mihail Kogalniceanu,N,,Romania,Constanta,airport,CND,CND,28.4883333,44.3622222,Europe/Bucharest,GMT+2:00,Europe 2,EU
Concord Regional,N,NC,United States,Concord,airport,USA,USA,-80.709167,35.3877778,America/New_York,GMT-5:00,Canada & Continental USA,US
Concepcion Carriel Sur,N,,Chile,Concepcion,airport,CCP,CCP,-73.063056,-36.772778,America/Santiago,GMT-4:00,Southern South America,SA
Conakry International,N,,Guinea,Conakry,airport,CKY,CKY,-13.611944,9.57694444,Africa/Conakry,GMT0:00,"East, West & South Africa",AF
Con Dao Island Co Ong,N,,Viet Nam,Con Dao,airport,VCS,VCS,106.6325,8.73222222,Asia/Ho_Chi_Minh,GMT+7:00,Asia 1,AS
Comox,N,BC,Canada,Comox,airport,YQQ,YQQ,-124.88667,49.7108333,America/Vancouver,GMT-8:00,Canada & Continental USA,US
Comodoro Rivadavia General E. Mosconi,N,,Argentina,Comodoro Rivadavia,airport,CRD,CRD,-67.465556,-45.785278,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
Comiso Vincenzo Magliocco,N,,Italy,Comiso,airport,CIY,CIY,14.6069444,36.9947222,Europe/Rome,GMT+1:00,Europe 1,EU
Colville Lake Tommy Kochon,N,NT,Canada,Colville Lake,airport,YCK,YCK,-126.08111,67.0397222,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Columbus Rickenbacker,N,OH,United States,Columbus,airport,LCK,CMH,-82.927778,39.8138889,America/New_York,GMT-5:00,Canada & Continental USA,US
Columbus Port Columbus Int'l,N,OH,United States,Columbus,airport,CMH,CMH,-82.891944,39.9980556,America/New_York,GMT-5:00,Canada & Continental USA,US
Columbus Metropolitan Airport,N,GA,United States,Columbus,airport,CSG,CSG,-84.940278,32.5144444,America/New_York,GMT-5:00,Canada & Continental USA,US
Columbus Golden Triangle Reg'l,N,MS,United States,Columbus,airport,GTR,UBS,-88.380833,33.4658333,America/Chicago,GMT-6:00,Canada & Continental USA,US
Columbia Regional,N,MO,United States,Columbia,airport,COU,COU,-92.219722,38.8180556,America/Chicago,GMT-6:00,Canada & Continental USA,US
Columbia Metropolitan,N,SC,United States,Columbia,airport,CAE,CAE,-81.119444,33.9388889,America/New_York,GMT-5:00,Canada & Continental USA,US
Colorado Springs Municipal,N,CO,United States,Colorado Springs,airport,COS,COS,-104.70083,38.8058333,America/Denver,GMT-7:00,Canada & Continental USA,US
Colombo Bandaranaike International,N,,Sri Lanka,Colombo,airport,CMB,CMB,79.8852778,7.18027778,Asia/Colombo,GMT+5:30,Indian Subcontinent,IN
Cologne/Bonn,N,,Germany,Cologne,airport,CGN,CGN,7.14277778,50.8658333,Europe/Berlin,GMT+1:00,Europe 1,EU
College Station Easterwood Field,N,TX,United States,College Station,airport,CLL,CLL,-96.363889,30.5886111,America/Chicago,GMT-6:00,Canada & Continental USA,US
Colima Miguel de la Madrid,N,,Mexico,Colima,airport,CLQ,CLQ,-103.5775,19.2769444,America/Cancun,GMT-6:00,Mexico,CA
Coldfoot,N,AK,United States,Coldfoot,airport,CXF,CXF,-150.20417,67.2516667,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Cold Bay,N,AK,United States,Cold Bay,airport,CDB,CDB,-162.72556,55.2061111,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Coimbatore International,N,,India,Coimbatore,airport,CJB,CJB,77.0433333,11.03,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Coffs Harbour,N,,Australia,Coffs Harbour,airport,CFS,CFS,153.116389,-30.320556,Australia/Sydney,GMT+10:00,Australia New Zealand & South Pacific,AU
Coffman Cove Sea Plane Base,N,AK,United States,Coffman Cove,airport,KCC,KCC,-132.83389,56.0125,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Coen,N,,Australia,Coen,airport,CUQ,CUQ,143.116944,-13.762778,Australia/Brisbane,GMT+10:00,Australia New Zealand & South Pacific,AU
Cody Yellowstone Regional,N,WY,United States,Cody,airport,COD,COD,-109.02611,44.5177778,America/Denver,GMT-7:00,Canada & Continental USA,US
Cocos Islands,N,,Cocos Islands,Cocos Islands,airport,CCK,CCK,96.8313889,-12.1875,Indian/Cocos,GMT+6:30,Asia 2,AS
Cochabamba Jorge Wilstermann International,N,,Bolivia,Cochabamba,airport,CBB,CBB,-66.177222,-17.421111,America/La_Paz,GMT-4:00,Southern South America,SA
Coca Francisco de Orellana,N,,Ecuador,Coca,airport,OCC,OCC,-76.986944,-0.4627778,America/Guayaquil,GMT-5:00,Northern South America,SA
Cobija Capitan Anibal Arab,N,,Bolivia,Cobija,airport,CIJ,CIJ,-68.783056,-11.040556,America/La_Paz,GMT-4:00,Southern South America,SA
Coari,N,,Brazil,Coari,airport,CIZ,CIZ,-63.1325,-4.1341667,America/Manaus,GMT-4:00,Southern South America,SA
Clyde River,N,NU,Canada,Clyde River,airport,YCY,YCY,-68.516667,70.4861111,America/Montreal,GMT-5:00,Canada & Continental USA,US
Cluj-Napoca,N,,Romania,Cluj,airport,CLJ,CLJ,23.6861111,46.7852778,Europe/Bucharest,GMT+2:00,Europe 2,EU
Clovis Municipal,N,NM,United States,Clovis,airport,CVN,CVN,-103.07889,34.4263889,America/Denver,GMT-7:00,Canada & Continental USA,US
Cloncurry,N,,Australia,Cloncurry,airport,CNJ,CNJ,140.504444,-20.668611,Australia/Brisbane,GMT+10:00,Australia New Zealand & South Pacific,AU
Cleveland Hopkins International,N,OH,United States,Cleveland,airport,CLE,CLE,-81.849722,41.4116667,America/New_York,GMT-5:00,Canada & Continental USA,US
Clermont-Ferrand Auvergne,N,,France,Clermont-Ferrand,airport,CFE,CFE,3.1625,45.7858333,Europe/Paris,GMT+1:00,Europe 1,EU
Clarksburg Benedum,N,WV,United States,Clarksburg,airport,CKB,CKB,-80.228056,39.2966667,America/New_York,GMT-5:00,Canada & Continental USA,US
Clarks Point,N,AK,United States,Clarks Point,airport,CLP,CLP,-158.52944,58.8336111,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Ciudad Victoria Pedro J. Mendez International,N,,Mexico,Ciudad Victoria,airport,CVM,CVM,-98.956389,23.7033333,America/Cancun,GMT-6:00,Mexico,CA
Ciudad Obregon International,N,,Mexico,Ciudad Obregon,airport,CEN,CEN,-109.83306,27.3927778,America/Chihuahua,GMT-7:00,Mexico,CA
Ciudad Juarez Abraham Gonzalez International,N,,Mexico,Ciudad Juarez,airport,CJS,CJS,-106.42861,31.6361111,America/Mexico_City,GMT-6:00,Mexico,CA
Ciudad del Este Guarani International,N,,Paraguay,Ciudad del Este,airport,AGT,AGT,-54.843611,-25.455556,America/Asuncion,GMT-4:00,Southern South America,SA
Ciudad del Carmen International,N,,Mexico,Ciudad del Carmen,airport,CME,CME,-91.801111,18.6533333,America/Cancun,GMT-6:00,Mexico,CA
Circle City,N,AK,United States,Circle,airport,IRC,IRC,-144.07583,65.8277778,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Cincinnati Northern Kentucky,N,OH,United States,Cincinnati,airport,CVG,CVG,-84.667778,39.0488889,America/New_York,GMT-5:00,Canada & Continental USA,US
Cincinnati Municipal,N,OH,United States,Cincinnati,airport,LUK,CVG,-84.416667,39.1,America/New_York,GMT-5:00,Canada & Continental USA,US
Cienfuegos Jaime Gonzalez,N,,Cuba,Cienfuegos,airport,CFG,CFG,-80.414167,22.15,America/Havana,GMT-5:00,Caribbean & Central America,CB
Cicia Island,N,,Fiji,Cicia,airport,ICI,ICI,-179.34222,-17.743333,Pacific/Fiji,GMT+12:00,Australia New Zealand & South Pacific,AU
Chuuk International,N,,Micronesia,Truk,airport,TKK,TKK,151.843056,7.46194444,Pacific/Truk,GMT+10:00,Asia 2,AS
Churchill Falls,N,NL,Canada,Churchill Falls,airport,ZUM,ZUM,-64.106111,53.5627778,America/Halifax,GMT-4:00,Canada & Continental USA,US
Churchill,N,MB,Canada,Churchill,airport,YYQ,YYQ,-94.068611,58.7366667,America/Rainy_River,GMT-6:00,Canada & Continental USA,US
Chumphon,N,,Thailand,Chumphon,airport,CJM,CJM,99.3616667,10.7113889,Asia/Bangkok,GMT+7:00,Asia 1,AS
Chuathbaluk,N,AK,United States,Chuathbaluk,airport,CHU,CHU,-159.23778,61.5847222,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Chu Lai International,N,,Viet Nam,Tamky,airport,VCL,VCL,108.707222,15.4075,Asia/Ho_Chi_Minh,GMT+7:00,Asia 1,AS
Christmas Island,N,,Christmas Island,Christmas Island,airport,XCH,XCH,105.690278,-10.450556,Indian/Christmas,GMT+7:00,Asia 2,AS
